"dep";"jour";"nb"
"09";2020-08-20;2
"10";2020-08-20;9
"11";2020-08-20;5
"12";2020-08-20;3
"13";2020-08-20;63
"14";2020-08-20;13
"15";2020-08-20;5
"16";2020-08-20;4
"17";2020-08-20;8
"18";2020-08-20;6
"19";2020-08-20;4
"21";2020-08-20;12
"22";2020-08-20;10
"23";2020-08-20;2
"24";2020-08-20;3
"25";2020-08-20;13
"26";2020-08-20;15
"27";2020-08-20;9
"28";2020-08-20;10
"29";2020-08-20;14
"2A";2020-08-20;5
"2B";2020-08-20;1
"30";2020-08-20;6
"31";2020-08-20;16
"32";2020-08-20;2
"33";2020-08-20;22
"34";2020-08-20;18
"35";2020-08-20;17
"36";2020-08-20;11
"37";2020-08-20;14
"38";2020-08-20;18
"39";2020-08-20;8
"40";2020-08-20;2
"41";2020-08-20;10
"42";2020-08-20;21
"43";2020-08-20;7
"44";2020-08-20;27
"45";2020-08-20;14
"46";2020-08-20;4
"47";2020-08-20;4
"48";2020-08-20;1
"49";2020-08-20;22
"50";2020-08-20;11
"51";2020-08-20;13
"52";2020-08-20;11
"53";2020-08-20;10
"54";2020-08-20;25
"55";2020-08-20;5
"56";2020-08-20;12
"57";2020-08-20;33
"58";2020-08-20;7
"59";2020-08-20;56
"60";2020-08-20;26
"61";2020-08-20;9
"62";2020-08-20;31
"63";2020-08-20;10
"64";2020-08-20;8
"65";2020-08-20;5
"66";2020-08-20;3
"67";2020-08-20;29
"68";2020-08-20;34
"69";2020-08-20;50
"70";2020-08-20;6
"71";2020-08-20;17
"72";2020-08-20;14
"73";2020-08-20;10
"74";2020-08-20;22
"75";2020-08-20;55
"76";2020-08-20;25
"77";2020-08-20;29
"78";2020-08-20;38
"79";2020-08-20;8
"80";2020-08-20;16
"81";2020-08-20;5
"82";2020-08-20;3
"83";2020-08-20;30
"84";2020-08-20;11
"85";2020-08-20;9
"86";2020-08-20;3
"87";2020-08-20;5
"88";2020-08-20;15
"89";2020-08-20;11
"90";2020-08-20;2
"91";2020-08-20;32
"92";2020-08-20;55
"93";2020-08-20;40
"94";2020-08-20;34
"95";2020-08-20;29
"971";2020-08-20;6
"972";2020-08-20;1
"973";2020-08-20;3
"974";2020-08-20;6
"976";2020-08-20;1
"01";2020-08-21;16
"02";2020-08-21;14
"03";2020-08-21;3
"04";2020-08-21;7
"05";2020-08-21;6
"06";2020-08-21;29
"07";2020-08-21;15
"08";2020-08-21;7
"09";2020-08-21;2
"10";2020-08-21;9
"11";2020-08-21;5
"12";2020-08-21;3
"13";2020-08-21;63
"14";2020-08-21;13
"15";2020-08-21;5
"16";2020-08-21;4
"17";2020-08-21;8
"18";2020-08-21;6
"19";2020-08-21;4
"21";2020-08-21;12
"22";2020-08-21;10
"23";2020-08-21;2
"24";2020-08-21;3
"25";2020-08-21;13
"26";2020-08-21;15
"27";2020-08-21;9
"28";2020-08-21;10
"29";2020-08-21;14
"2A";2020-08-21;5
"2B";2020-08-21;1
"30";2020-08-21;6
"31";2020-08-21;16
"32";2020-08-21;2
"33";2020-08-21;22
"34";2020-08-21;18
"35";2020-08-21;17
"36";2020-08-21;11
"37";2020-08-21;14
"38";2020-08-21;18
"39";2020-08-21;8
"40";2020-08-21;2
"41";2020-08-21;10
"42";2020-08-21;21
"43";2020-08-21;7
"44";2020-08-21;27
"45";2020-08-21;14
"46";2020-08-21;4
"47";2020-08-21;4
"48";2020-08-21;1
"49";2020-08-21;22
"50";2020-08-21;11
"51";2020-08-21;13
"52";2020-08-21;11
"53";2020-08-21;10
"54";2020-08-21;25
"55";2020-08-21;5
"56";2020-08-21;12
"57";2020-08-21;33
"58";2020-08-21;7
"59";2020-08-21;56
"60";2020-08-21;26
"61";2020-08-21;9
"62";2020-08-21;31
"63";2020-08-21;10
"64";2020-08-21;8
"65";2020-08-21;5
"66";2020-08-21;3
"67";2020-08-21;30
"68";2020-08-21;34
"69";2020-08-21;50
"70";2020-08-21;6
"71";2020-08-21;17
"72";2020-08-21;14
"73";2020-08-21;10
"74";2020-08-21;22
"75";2020-08-21;55
"76";2020-08-21;25
"77";2020-08-21;29
"78";2020-08-21;38
"79";2020-08-21;8
"80";2020-08-21;16
"81";2020-08-21;5
"82";2020-08-21;3
"83";2020-08-21;30
"84";2020-08-21;11
"85";2020-08-21;9
"86";2020-08-21;3
"87";2020-08-21;5
"88";2020-08-21;15
"89";2020-08-21;11
"90";2020-08-21;2
"91";2020-08-21;32
"92";2020-08-21;55
"93";2020-08-21;40
"94";2020-08-21;34
"95";2020-08-21;29
"971";2020-08-21;6
"972";2020-08-21;1
"973";2020-08-21;3
"974";2020-08-21;6
"976";2020-08-21;1
"01";2020-08-22;16
"02";2020-08-22;14
"03";2020-08-22;3
"04";2020-08-22;7
"05";2020-08-22;6
"06";2020-08-22;29
"07";2020-08-22;15
"08";2020-08-22;7
"09";2020-08-22;2
"10";2020-08-22;9
"11";2020-08-22;5
"12";2020-08-22;3
"13";2020-08-22;63
"14";2020-08-22;13
"15";2020-08-22;5
"16";2020-08-22;4
"17";2020-08-22;8
"18";2020-08-22;6
"19";2020-08-22;4
"21";2020-08-22;12
"22";2020-08-22;10
"23";2020-08-22;2
"24";2020-08-22;3
"25";2020-08-22;13
"26";2020-08-22;15
"27";2020-08-22;9
"28";2020-08-22;10
"29";2020-08-22;14
"2A";2020-08-22;5
"2B";2020-08-22;1
"30";2020-08-22;6
"31";2020-08-22;16
"32";2020-08-22;2
"33";2020-08-22;22
"34";2020-08-22;18
"35";2020-08-22;17
"36";2020-08-22;11
"37";2020-08-22;14
"38";2020-08-22;18
"39";2020-08-22;8
"40";2020-08-22;2
"41";2020-08-22;10
"42";2020-08-22;21
"43";2020-08-22;7
"44";2020-08-22;27
"45";2020-08-22;14
"46";2020-08-22;4
"47";2020-08-22;4
"48";2020-08-22;1
"49";2020-08-22;22
"50";2020-08-22;11
"51";2020-08-22;13
"52";2020-08-22;11
"53";2020-08-22;10
"54";2020-08-22;25
"55";2020-08-22;5
"56";2020-08-22;12
"57";2020-08-22;33
"58";2020-08-22;7
"59";2020-08-22;56
"60";2020-08-22;26
"61";2020-08-22;9
"62";2020-08-22;31
"63";2020-08-22;10
"64";2020-08-22;8
"65";2020-08-22;6
"66";2020-08-22;3
"67";2020-08-22;30
"68";2020-08-22;34
"69";2020-08-22;50
"70";2020-08-22;6
"71";2020-08-22;17
"72";2020-08-22;14
"73";2020-08-22;10
"74";2020-08-22;22
"75";2020-08-22;55
"76";2020-08-22;25
"77";2020-08-22;29
"78";2020-08-22;38
"79";2020-08-22;8
"80";2020-08-22;16
"81";2020-08-22;5
"82";2020-08-22;3
"83";2020-08-22;30
"84";2020-08-22;11
"85";2020-08-22;9
"86";2020-08-22;3
"87";2020-08-22;5
"88";2020-08-22;15
"89";2020-08-22;11
"90";2020-08-22;2
"91";2020-08-22;32
"92";2020-08-22;55
"93";2020-08-22;40
"94";2020-08-22;34
"95";2020-08-22;29
"971";2020-08-22;6
"972";2020-08-22;1
"973";2020-08-22;3
"974";2020-08-22;6
"976";2020-08-22;1
"01";2020-08-23;16
"02";2020-08-23;14
"03";2020-08-23;3
"04";2020-08-23;7
"05";2020-08-23;6
"06";2020-08-23;29
"07";2020-08-23;15
"08";2020-08-23;7
"09";2020-08-23;2
"10";2020-08-23;9
"11";2020-08-23;5
"12";2020-08-23;3
"13";2020-08-23;63
"14";2020-08-23;13
"15";2020-08-23;5
"16";2020-08-23;4
"17";2020-08-23;8
"18";2020-08-23;6
"19";2020-08-23;4
"21";2020-08-23;12
"22";2020-08-23;10
"23";2020-08-23;2
"24";2020-08-23;3
"25";2020-08-23;13
"26";2020-08-23;15
"27";2020-08-23;9
"28";2020-08-23;10
"29";2020-08-23;14
"2A";2020-08-23;5
"2B";2020-08-23;1
"30";2020-08-23;6
"31";2020-08-23;16
"32";2020-08-23;2
"33";2020-08-23;22
"34";2020-08-23;18
"35";2020-08-23;17
"36";2020-08-23;11
"37";2020-08-23;14
"38";2020-08-23;18
"39";2020-08-23;8
"40";2020-08-23;2
"41";2020-08-23;10
"42";2020-08-23;21
"43";2020-08-23;7
"44";2020-08-23;27
"45";2020-08-23;14
"46";2020-08-23;4
"47";2020-08-23;4
"48";2020-08-23;1
"49";2020-08-23;22
"50";2020-08-23;11
"51";2020-08-23;13
"52";2020-08-23;11
"53";2020-08-23;10
"54";2020-08-23;25
"55";2020-08-23;5
"56";2020-08-23;12
"57";2020-08-23;33
"58";2020-08-23;7
"59";2020-08-23;56
"60";2020-08-23;26
"61";2020-08-23;9
"62";2020-08-23;31
"63";2020-08-23;10
"64";2020-08-23;8
"65";2020-08-23;6
"66";2020-08-23;3
"67";2020-08-23;30
"68";2020-08-23;34
"69";2020-08-23;50
"70";2020-08-23;6
"71";2020-08-23;17
"72";2020-08-23;14
"73";2020-08-23;10
"74";2020-08-23;22
"75";2020-08-23;55
"76";2020-08-23;25
"77";2020-08-23;29
"78";2020-08-23;38
"79";2020-08-23;8
"80";2020-08-23;16
"81";2020-08-23;5
"82";2020-08-23;3
"83";2020-08-23;30
"84";2020-08-23;11
"85";2020-08-23;9
"86";2020-08-23;3
"87";2020-08-23;5
"88";2020-08-23;15
"89";2020-08-23;11
"90";2020-08-23;2
"91";2020-08-23;32
"92";2020-08-23;55
"93";2020-08-23;40
"94";2020-08-23;34
"95";2020-08-23;29
"971";2020-08-23;6
"972";2020-08-23;1
"973";2020-08-23;3
"974";2020-08-23;6
"976";2020-08-23;1
"01";2020-08-24;16
"02";2020-08-24;14
"03";2020-08-24;3
"04";2020-08-24;7
"05";2020-08-24;6
"06";2020-08-24;29
"07";2020-08-24;15
"08";2020-08-24;7
"09";2020-08-24;2
"10";2020-08-24;9
"11";2020-08-24;5
"12";2020-08-24;3
"13";2020-08-24;63
"14";2020-08-24;13
"15";2020-08-24;5
"16";2020-08-24;4
"17";2020-08-24;8
"18";2020-08-24;6
"19";2020-08-24;4
"21";2020-08-24;12
"22";2020-08-24;10
"23";2020-08-24;2
"24";2020-08-24;3
"25";2020-08-24;13
"26";2020-08-24;15
"27";2020-08-24;9
"28";2020-08-24;10
"29";2020-08-24;14
"2A";2020-08-24;5
"2B";2020-08-24;1
"30";2020-08-24;6
"31";2020-08-24;16
"32";2020-08-24;2
"33";2020-08-24;22
"34";2020-08-24;18
"35";2020-08-24;17
"36";2020-08-24;11
"37";2020-08-24;14
"38";2020-08-24;18
"39";2020-08-24;8
"40";2020-08-24;2
"41";2020-08-24;10
"42";2020-08-24;21
"43";2020-08-24;7
"44";2020-08-24;27
"45";2020-08-24;14
"46";2020-08-24;4
"47";2020-08-24;4
"48";2020-08-24;1
"49";2020-08-24;22
"50";2020-08-24;11
"51";2020-08-24;13
"52";2020-08-24;11
"53";2020-08-24;10
"54";2020-08-24;25
"55";2020-08-24;5
"56";2020-08-24;12
"57";2020-08-24;33
"58";2020-08-24;7
"59";2020-08-24;56
"60";2020-08-24;26
"61";2020-08-24;9
"62";2020-08-24;31
"63";2020-08-24;10
"64";2020-08-24;8
"65";2020-08-24;6
"66";2020-08-24;3
"67";2020-08-24;30
"68";2020-08-24;34
"69";2020-08-24;50
"70";2020-08-24;6
"71";2020-08-24;17
"72";2020-08-24;14
"73";2020-08-24;10
"74";2020-08-24;22
"75";2020-08-24;55
"76";2020-08-24;25
"77";2020-08-24;29
"78";2020-08-24;38
"79";2020-08-24;8
"80";2020-08-24;16
"81";2020-08-24;5
"82";2020-08-24;3
"83";2020-08-24;30
"84";2020-08-24;11
"85";2020-08-24;9
"86";2020-08-24;3
"87";2020-08-24;5
"88";2020-08-24;15
"89";2020-08-24;11
"90";2020-08-24;2
"91";2020-08-24;32
"92";2020-08-24;55
"93";2020-08-24;40
"94";2020-08-24;34
"95";2020-08-24;29
"971";2020-08-24;6
"972";2020-08-24;1
"973";2020-08-24;3
"974";2020-08-24;6
"976";2020-08-24;1
"01";2020-08-25;16
"02";2020-08-25;14
"03";2020-08-25;3
"04";2020-08-25;7
"05";2020-08-25;6
"06";2020-08-25;29
"07";2020-08-25;15
"08";2020-08-25;7
"09";2020-08-25;2
"10";2020-08-25;9
"11";2020-08-25;5
"12";2020-08-25;3
"13";2020-08-25;63
"14";2020-08-25;13
"15";2020-08-25;5
"16";2020-08-25;4
"17";2020-08-25;8
"18";2020-08-25;6
"19";2020-08-25;4
"21";2020-08-25;12
"22";2020-08-25;10
"23";2020-08-25;2
"24";2020-08-25;3
"25";2020-08-25;13
"26";2020-08-25;15
"27";2020-08-25;9
"28";2020-08-25;10
"29";2020-08-25;14
"2A";2020-08-25;5
"2B";2020-08-25;1
"30";2020-08-25;6
"31";2020-08-25;16
"32";2020-08-25;2
"33";2020-08-25;22
"34";2020-08-25;18
"35";2020-08-25;17
"36";2020-08-25;11
"37";2020-08-25;14
"38";2020-08-25;18
"39";2020-08-25;8
"40";2020-08-25;2
"41";2020-08-25;10
"42";2020-08-25;21
"43";2020-08-25;7
"44";2020-08-25;27
"45";2020-08-25;14
"46";2020-08-25;4
"47";2020-08-25;4
"48";2020-08-25;1
"49";2020-08-25;22
"50";2020-08-25;11
"51";2020-08-25;13
"52";2020-08-25;11
"53";2020-08-25;10
"54";2020-08-25;25
"55";2020-08-25;5
"56";2020-08-25;12
"57";2020-08-25;33
"58";2020-08-25;7
"59";2020-08-25;56
"60";2020-08-25;26
"61";2020-08-25;9
"62";2020-08-25;31
"63";2020-08-25;10
"64";2020-08-25;8
"65";2020-08-25;6
"66";2020-08-25;3
"67";2020-08-25;30
"68";2020-08-25;34
"69";2020-08-25;50
"70";2020-08-25;6
"71";2020-08-25;17
"72";2020-08-25;14
"73";2020-08-25;10
"74";2020-08-25;22
"75";2020-08-25;55
"76";2020-08-25;25
"77";2020-08-25;29
"78";2020-08-25;38
"79";2020-08-25;8
"80";2020-08-25;16
"81";2020-08-25;5
"82";2020-08-25;3
"83";2020-08-25;30
"84";2020-08-25;11
"85";2020-08-25;9
"86";2020-08-25;3
"87";2020-08-25;5
"88";2020-08-25;15
"89";2020-08-25;11
"90";2020-08-25;2
"91";2020-08-25;32
"92";2020-08-25;55
"93";2020-08-25;40
"94";2020-08-25;34
"95";2020-08-25;29
"971";2020-08-25;6
"972";2020-08-25;1
"973";2020-08-25;3
"974";2020-08-25;7
"976";2020-08-25;1
"01";2020-08-26;16
"02";2020-08-26;14
"03";2020-08-26;3
"04";2020-08-26;7
"05";2020-08-26;6
"06";2020-08-26;29
"07";2020-08-26;15
"08";2020-08-26;7
"09";2020-08-26;2
"10";2020-08-26;9
"11";2020-08-26;5
"12";2020-08-26;3
"13";2020-08-26;63
"14";2020-08-26;13
"15";2020-08-26;5
"16";2020-08-26;4
"17";2020-08-26;8
"18";2020-08-26;6
"19";2020-08-26;4
"21";2020-08-26;12
"22";2020-08-26;10
"23";2020-08-26;2
"24";2020-08-26;3
"25";2020-08-26;13
"26";2020-08-26;15
"27";2020-08-26;9
"28";2020-08-26;10
"29";2020-08-26;14
"2A";2020-08-26;5
"2B";2020-08-26;1
"30";2020-08-26;6
"31";2020-08-26;16
"32";2020-08-26;2
"33";2020-08-26;22
"34";2020-08-26;18
"35";2020-08-26;17
"36";2020-08-26;11
"37";2020-08-26;14
"38";2020-08-26;18
"39";2020-08-26;8
"40";2020-08-26;2
"41";2020-08-26;10
"42";2020-08-26;21
"43";2020-08-26;7
"44";2020-08-26;27
"45";2020-08-26;14
"46";2020-08-26;4
"47";2020-08-26;4
"48";2020-08-26;1
"49";2020-08-26;22
"50";2020-08-26;11
"51";2020-08-26;13
"52";2020-08-26;11
"53";2020-08-26;10
"54";2020-08-26;25
"55";2020-08-26;5
"56";2020-08-26;12
"57";2020-08-26;33
"58";2020-08-26;7
"59";2020-08-26;56
"60";2020-08-26;26
"61";2020-08-26;9
"62";2020-08-26;31
"63";2020-08-26;10
"64";2020-08-26;8
"65";2020-08-26;6
"66";2020-08-26;3
"67";2020-08-26;30
"68";2020-08-26;34
"69";2020-08-26;50
"70";2020-08-26;6
"71";2020-08-26;17
"72";2020-08-26;14
"73";2020-08-26;10
"74";2020-08-26;22
"75";2020-08-26;55
"76";2020-08-26;25
"77";2020-08-26;29
"78";2020-08-26;38
"79";2020-08-26;8
"80";2020-08-26;16
"81";2020-08-26;5
"82";2020-08-26;3
"83";2020-08-26;30
"84";2020-08-26;11
"85";2020-08-26;9
"86";2020-08-26;3
"87";2020-08-26;5
"88";2020-08-26;15
"89";2020-08-26;11
"90";2020-08-26;2
"91";2020-08-26;32
"92";2020-08-26;55
"93";2020-08-26;41
"94";2020-08-26;34
"95";2020-08-26;29
"971";2020-08-26;6
"972";2020-08-26;1
"973";2020-08-26;3
"974";2020-08-26;6
"976";2020-08-26;1
"01";2020-08-27;16
"02";2020-08-27;14
"03";2020-08-27;3
"04";2020-08-27;7
"05";2020-08-27;6
"06";2020-08-27;29
"07";2020-08-27;15
"08";2020-08-27;7
"09";2020-08-27;2
"10";2020-08-27;9
"11";2020-08-27;5
"12";2020-08-27;3
"13";2020-08-27;63
"14";2020-08-27;13
"15";2020-08-27;5
"16";2020-08-27;4
"17";2020-08-27;8
"18";2020-08-27;6
"19";2020-08-27;4
"21";2020-08-27;12
"22";2020-08-27;10
"23";2020-08-27;2
"24";2020-08-27;3
"25";2020-08-27;13
"26";2020-08-27;15
"27";2020-08-27;9
"28";2020-08-27;10
"29";2020-08-27;14
"2A";2020-08-27;5
"2B";2020-08-27;1
"30";2020-08-27;6
"31";2020-08-27;16
"32";2020-08-27;2
"33";2020-08-27;22
"34";2020-08-27;18
"35";2020-08-27;18
"36";2020-08-27;11
"37";2020-08-27;14
"38";2020-08-27;18
"39";2020-08-27;8
"40";2020-08-27;2
"41";2020-08-27;10
"42";2020-08-27;21
"43";2020-08-27;7
"44";2020-08-27;27
"45";2020-08-27;14
"46";2020-08-27;4
"47";2020-08-27;4
"48";2020-08-27;1
"49";2020-08-27;22
"50";2020-08-27;11
"51";2020-08-27;13
"52";2020-08-27;11
"53";2020-08-27;10
"54";2020-08-27;25
"55";2020-08-27;5
"56";2020-08-27;12
"57";2020-08-27;33
"58";2020-08-27;7
"59";2020-08-27;56
"60";2020-08-27;26
"61";2020-08-27;9
"62";2020-08-27;31
"63";2020-08-27;10
"64";2020-08-27;8
"65";2020-08-27;6
"66";2020-08-27;3
"67";2020-08-27;30
"68";2020-08-27;34
"69";2020-08-27;50
"70";2020-08-27;6
"71";2020-08-27;17
"72";2020-08-27;14
"73";2020-08-27;10
"74";2020-08-27;22
"75";2020-08-27;55
"76";2020-08-27;25
"77";2020-08-27;29
"78";2020-08-27;38
"79";2020-08-27;8
"80";2020-08-27;16
"81";2020-08-27;5
"82";2020-08-27;3
"83";2020-08-27;30
"84";2020-08-27;11
"85";2020-08-27;9
"86";2020-08-27;3
"87";2020-08-27;5
"88";2020-08-27;15
"89";2020-08-27;11
"90";2020-08-27;2
"91";2020-08-27;32
"92";2020-08-27;55
"93";2020-08-27;41
"94";2020-08-27;34
"95";2020-08-27;29
"971";2020-08-27;6
"972";2020-08-27;1
"973";2020-08-27;3
"974";2020-08-27;6
"976";2020-08-27;1
"01";2020-08-28;16
"02";2020-08-28;14
"03";2020-08-28;3
"04";2020-08-28;7
"05";2020-08-28;6
"06";2020-08-28;29
"07";2020-08-28;15
"08";2020-08-28;7
"09";2020-08-28;2
"10";2020-08-28;9
"11";2020-08-28;5
"12";2020-08-28;3
"13";2020-08-28;64
"14";2020-08-28;13
"15";2020-08-28;5
"16";2020-08-28;4
"17";2020-08-28;8
"18";2020-08-28;6
"19";2020-08-28;4
"21";2020-08-28;12
"22";2020-08-28;10
"23";2020-08-28;2
"24";2020-08-28;3
"25";2020-08-28;13
"26";2020-08-28;15
"27";2020-08-28;9
"28";2020-08-28;10
"29";2020-08-28;14
"2A";2020-08-28;5
"2B";2020-08-28;1
"30";2020-08-28;6
"31";2020-08-28;16
"32";2020-08-28;2
"33";2020-08-28;22
"34";2020-08-28;18
"35";2020-08-28;18
"36";2020-08-28;11
"37";2020-08-28;14
"38";2020-08-28;18
"39";2020-08-28;8
"40";2020-08-28;2
"41";2020-08-28;10
"42";2020-08-28;21
"43";2020-08-28;7
"44";2020-08-28;27
"45";2020-08-28;14
"46";2020-08-28;4
"47";2020-08-28;4
"48";2020-08-28;1
"49";2020-08-28;22
"50";2020-08-28;11
"51";2020-08-28;13
"52";2020-08-28;11
"53";2020-08-28;10
"54";2020-08-28;25
"55";2020-08-28;5
"56";2020-08-28;12
"57";2020-08-28;33
"58";2020-08-28;7
"59";2020-08-28;56
"60";2020-08-28;26
"61";2020-08-28;9
"62";2020-08-28;31
"63";2020-08-28;10
"64";2020-08-28;8
"65";2020-08-28;6
"66";2020-08-28;3
"67";2020-08-28;30
"68";2020-08-28;34
"69";2020-08-28;50
"70";2020-08-28;6
"71";2020-08-28;17
"72";2020-08-28;14
"73";2020-08-28;10
"74";2020-08-28;22
"75";2020-08-28;55
"76";2020-08-28;25
"77";2020-08-28;29
"78";2020-08-28;38
"79";2020-08-28;8
"80";2020-08-28;16
"81";2020-08-28;5
"82";2020-08-28;3
"83";2020-08-28;30
"84";2020-08-28;12
"85";2020-08-28;9
"86";2020-08-28;3
"87";2020-08-28;5
"88";2020-08-28;15
"89";2020-08-28;11
"90";2020-08-28;2
"91";2020-08-28;32
"92";2020-08-28;55
"93";2020-08-28;41
"94";2020-08-28;34
"95";2020-08-28;29
"971";2020-08-28;6
"972";2020-08-28;1
"973";2020-08-28;3
"974";2020-08-28;7
"976";2020-08-28;1
"01";2020-08-29;16
"02";2020-08-29;14
"03";2020-08-29;3
"04";2020-08-29;7
"05";2020-08-29;6
"06";2020-08-29;29
"07";2020-08-29;15
"08";2020-08-29;7
"09";2020-08-29;2
"10";2020-08-29;9
"11";2020-08-29;5
"12";2020-08-29;3
"13";2020-08-29;64
"14";2020-08-29;13
"15";2020-08-29;5
"16";2020-08-29;4
"17";2020-08-29;8
"18";2020-08-29;7
"19";2020-08-29;4
"21";2020-08-29;12
"22";2020-08-29;10
"23";2020-08-29;2
"24";2020-08-29;3
"25";2020-08-29;13
"26";2020-08-29;15
"27";2020-08-29;9
"28";2020-08-29;10
"29";2020-08-29;14
"2A";2020-08-29;5
"2B";2020-08-29;1
"30";2020-08-29;6
"31";2020-08-29;16
"32";2020-08-29;2
"33";2020-08-29;22
"34";2020-08-29;18
"35";2020-08-29;18
"36";2020-08-29;11
"37";2020-08-29;14
"38";2020-08-29;18
"39";2020-08-29;8
"40";2020-08-29;2
"41";2020-08-29;10
"42";2020-08-29;21
"43";2020-08-29;7
"44";2020-08-29;28
"45";2020-08-29;14
"46";2020-08-29;4
"47";2020-08-29;4
"48";2020-08-29;1
"49";2020-08-29;22
"50";2020-08-29;11
"51";2020-08-29;13
"52";2020-08-29;11
"53";2020-08-29;10
"54";2020-08-29;25
"55";2020-08-29;5
"56";2020-08-29;12
"57";2020-08-29;33
"58";2020-08-29;7
"59";2020-08-29;56
"60";2020-08-29;26
"61";2020-08-29;9
"62";2020-08-29;31
"63";2020-08-29;10
"64";2020-08-29;8
"65";2020-08-29;6
"66";2020-08-29;3
"67";2020-08-29;30
"68";2020-08-29;34
"69";2020-08-29;50
"70";2020-08-29;6
"71";2020-08-29;17
"72";2020-08-29;14
"73";2020-08-29;10
"74";2020-08-29;22
"75";2020-08-29;55
"76";2020-08-29;25
"77";2020-08-29;29
"78";2020-08-29;38
"79";2020-08-29;8
"80";2020-08-29;16
"81";2020-08-29;5
"82";2020-08-29;3
"83";2020-08-29;30
"84";2020-08-29;12
"85";2020-08-29;9
"86";2020-08-29;3
"87";2020-08-29;5
"88";2020-08-29;15
"89";2020-08-29;11
"90";2020-08-29;2
"91";2020-08-29;32
"92";2020-08-29;55
"93";2020-08-29;41
"94";2020-08-29;34
"95";2020-08-29;29
"971";2020-08-29;6
"972";2020-08-29;1
"973";2020-08-29;3
"974";2020-08-29;7
"976";2020-08-29;1
"01";2020-08-30;16
"02";2020-08-30;14
"03";2020-08-30;3
"04";2020-08-30;7
"05";2020-08-30;6
"06";2020-08-30;29
"07";2020-08-30;15
"08";2020-08-30;7
"09";2020-08-30;2
"10";2020-08-30;9
"11";2020-08-30;5
"12";2020-08-30;3
"13";2020-08-30;64
"14";2020-08-30;13
"15";2020-08-30;5
"16";2020-08-30;4
"17";2020-08-30;8
"18";2020-08-30;7
"19";2020-08-30;4
"21";2020-08-30;12
"22";2020-08-30;10
"23";2020-08-30;2
"24";2020-08-30;3
"25";2020-08-30;13
"26";2020-08-30;15
"27";2020-08-30;9
"28";2020-08-30;10
"29";2020-08-30;14
"2A";2020-08-30;5
"2B";2020-08-30;1
"30";2020-08-30;6
"31";2020-08-30;16
"32";2020-08-30;2
"33";2020-08-30;22
"34";2020-08-30;18
"35";2020-08-30;18
"36";2020-08-30;11
"37";2020-08-30;14
"38";2020-08-30;18
"39";2020-08-30;8
"40";2020-08-30;2
"41";2020-08-30;10
"42";2020-08-30;21
"43";2020-08-30;7
"44";2020-08-30;28
"45";2020-08-30;14
"46";2020-08-30;4
"47";2020-08-30;4
"48";2020-08-30;1
"49";2020-08-30;22
"50";2020-08-30;11
"51";2020-08-30;13
"52";2020-08-30;11
"53";2020-08-30;10
"54";2020-08-30;25
"55";2020-08-30;5
"56";2020-08-30;12
"57";2020-08-30;33
"58";2020-08-30;7
"59";2020-08-30;56
"60";2020-08-30;26
"61";2020-08-30;9
"62";2020-08-30;31
"63";2020-08-30;10
"64";2020-08-30;8
"65";2020-08-30;6
"66";2020-08-30;3
"67";2020-08-30;30
"68";2020-08-30;34
"69";2020-08-30;50
"70";2020-08-30;6
"71";2020-08-30;17
"72";2020-08-30;14
"73";2020-08-30;10
"74";2020-08-30;22
"75";2020-08-30;55
"76";2020-08-30;25
"77";2020-08-30;29
"78";2020-08-30;38
"79";2020-08-30;8
"80";2020-08-30;16
"81";2020-08-30;5
"82";2020-08-30;3
"83";2020-08-30;30
"84";2020-08-30;12
"85";2020-08-30;9
"86";2020-08-30;3
"87";2020-08-30;5
"88";2020-08-30;15
"89";2020-08-30;11
"90";2020-08-30;2
"91";2020-08-30;32
"92";2020-08-30;55
"93";2020-08-30;41
"94";2020-08-30;34
"95";2020-08-30;29
"971";2020-08-30;6
"972";2020-08-30;1
"973";2020-08-30;3
"974";2020-08-30;7
"976";2020-08-30;1
"01";2020-08-31;16
"02";2020-08-31;14
"03";2020-08-31;3
"04";2020-08-31;7
"05";2020-08-31;6
"06";2020-08-31;29
"07";2020-08-31;15
"08";2020-08-31;7
"09";2020-08-31;2
"10";2020-08-31;9
"11";2020-08-31;5
"12";2020-08-31;3
"13";2020-08-31;64
"14";2020-08-31;13
"15";2020-08-31;5
"16";2020-08-31;4
"17";2020-08-31;8
"18";2020-08-31;7
"19";2020-08-31;4
"21";2020-08-31;12
"22";2020-08-31;10
"23";2020-08-31;2
"24";2020-08-31;3
"25";2020-08-31;13
"26";2020-08-31;15
"27";2020-08-31;9
"28";2020-08-31;10
"29";2020-08-31;14
"2A";2020-08-31;5
"2B";2020-08-31;1
"30";2020-08-31;6
"31";2020-08-31;16
"32";2020-08-31;2
"33";2020-08-31;22
"34";2020-08-31;18
"35";2020-08-31;18
"36";2020-08-31;11
"37";2020-08-31;14
"38";2020-08-31;18
"39";2020-08-31;8
"40";2020-08-31;2
"41";2020-08-31;10
"42";2020-08-31;21
"43";2020-08-31;7
"44";2020-08-31;28
"45";2020-08-31;14
"46";2020-08-31;4
"47";2020-08-31;4
"48";2020-08-31;1
"49";2020-08-31;22
"50";2020-08-31;11
"51";2020-08-31;13
"52";2020-08-31;11
"53";2020-08-31;10
"54";2020-08-31;25
"55";2020-08-31;5
"56";2020-08-31;12
"57";2020-08-31;33
"58";2020-08-31;7
"59";2020-08-31;56
